epoch,step,train_acc,train_loss,val_acc,val_loss
34,314,,,1.0,0.030261583626270294
34,314,0.9929577708244324,0.036983951926231384,,
35,323,,,1.0,0.0284765362739563
35,323,0.9929577708244324,0.034589242190122604,,
36,332,,,1.0,0.026874812319874763
36,332,0.9929577708244324,0.03252674266695976,,
37,341,,,1.0,0.02523217909038067
37,341,0.9929577708244324,0.030757877975702286,,
38,350,,,1.0,0.023687707260251045
38,350,0.9929577708244324,0.029062049463391304,,
39,359,,,1.0,0.022342806681990623
39,359,0.9929577708244324,0.02750651352107525,,
40,368,,,1.0,0.021147482097148895
40,368,0.9929577708244324,0.025952229276299477,,
41,377,,,1.0,0.02006644755601883
41,377,0.9929577708244324,0.024600043892860413,,
42,386,,,1.0,0.01894623227417469
42,386,1.0,0.023194126784801483,,
43,395,,,1.0,0.017962846904993057
43,395,1.0,0.02198246493935585,,
44,404,,,1.0,0.017052046954631805
44,404,1.0,0.02090107463300228,,
45,413,,,1.0,0.016174381598830223
45,413,1.0,0.019843515008687973,,
46,422,,,1.0,0.015398900024592876
46,422,1.0,0.018925026059150696,,
47,431,,,1.0,0.014683355577290058
47,431,1.0,0.01795431226491928,,
48,440,,,1.0,0.014053604565560818
48,440,1.0,0.017012599855661392,,
49,449,,,1.0,0.013350444845855236
49,449,1.0,0.016275640577077866,,
50,458,,,1.0,0.012728480622172356
50,458,1.0,0.015467878431081772,,
51,467,,,1.0,0.012144483625888824
51,467,1.0,0.01480309758335352,,
52,476,,,1.0,0.011539492756128311
52,476,1.0,0.01415400393307209,,
53,485,,,1.0,0.011020478792488575
53,485,1.0,0.01345876231789589,,
54,494,,,1.0,0.010492535308003426
54,494,1.0,0.012887575663626194,,
55,503,,,1.0,0.010035635903477669
55,503,1.0,0.012381992302834988,,
56,512,,,1.0,0.009633882902562618
56,512,1.0,0.011830992996692657,,
57,521,,,1.0,0.009279008023440838
57,521,1.0,0.011372721754014492,,
58,530,,,1.0,0.008879896253347397
58,530,1.0,0.010841509327292442,,
59,539,,,1.0,0.008493275381624699
59,539,1.0,0.010412163101136684,,
60,548,,,1.0,0.008170993998646736
60,548,1.0,0.010094556957483292,,
61,557,,,1.0,0.007870307192206383
61,557,1.0,0.009602217935025692,,
62,566,,,1.0,0.0075334301218390465
62,566,1.0,0.009281075559556484,,
63,575,,,1.0,0.007290879264473915
63,575,1.0,0.00887224730104208,,
64,584,,,1.0,0.007030352018773556
64,584,1.0,0.00861339457333088,,
65,593,,,1.0,0.0067411866039037704
65,593,1.0,0.008252180181443691,,
66,602,,,1.0,0.006506210193037987
66,602,1.0,0.00797827634960413,,
67,611,,,1.0,0.006299370434135199
67,611,1.0,0.007678483612835407,,
68,620,,,1.0,0.0060732015408575535
68,620,1.0,0.007461491506546736,,
69,629,,,1.0,0.005867544561624527
69,629,1.0,0.007153266109526157,,
70,638,,,1.0,0.005660111550241709
70,638,1.0,0.0069360388442873955,,
71,647,,,1.0,0.0054992977529764175
71,647,1.0,0.00665182014927268,,
72,656,,,1.0,0.005336794536560774
72,656,1.0,0.006448375526815653,,
73,665,,,1.0,0.005184722598642111
73,665,1.0,0.006225187797099352,,
74,674,,,1.0,0.005015680566430092
74,674,1.0,0.006045531947165728,,
75,683,,,1.0,0.00485396571457386
75,683,1.0,0.005835941527038813,,
76,692,,,1.0,0.00472151068970561
76,692,1.0,0.00567457964643836,,
77,701,,,1.0,0.004593687132000923
77,701,1.0,0.0054973093792796135,,
78,710,,,1.0,0.004431241191923618
78,710,1.0,0.005330012179911137,,
79,719,,,1.0,0.004290841519832611
79,719,1.0,0.005150241777300835,,
80,728,,,1.0,0.004202867858111858
80,728,1.0,0.005010492168366909,,
81,737,,,1.0,0.004060268402099609
81,737,1.0,0.0048624980263412,,
82,746,,,1.0,0.00395576935261488
82,746,1.0,0.004707972053438425,,
83,755,,,1.0,0.0038735615089535713
83,755,1.0,0.004572517238557339,,
84,764,,,1.0,0.0037708936724811792
84,764,1.0,0.004430792294442654,,
85,773,,,1.0,0.0036468137986958027
85,773,1.0,0.004309411160647869,,
86,782,,,1.0,0.003553511342033744
86,782,1.0,0.004175040405243635,,
87,791,,,1.0,0.003472264390438795
87,791,1.0,0.00405349675565958,,
88,800,,,1.0,0.003356269095093012
88,800,1.0,0.0039842817932367325,,
89,809,,,1.0,0.003275006078183651
89,809,1.0,0.0038369465619325638,,
90,818,,,1.0,0.0032012234441936016
90,818,1.0,0.0037479582242667675,,
91,827,,,1.0,0.003126697149127722
91,827,1.0,0.0036356861237436533,,
92,836,,,1.0,0.003067060373723507
92,836,1.0,0.0035444791428744793,,
93,845,,,1.0,0.002991589717566967
93,845,1.0,0.0034535261802375317,,
94,854,,,1.0,0.0029141607228666544
94,854,1.0,0.003363086609169841,,
95,863,,,1.0,0.0028561176732182503
95,863,1.0,0.003268804168328643,,
96,872,,,1.0,0.002796677639707923
96,872,1.0,0.003186659188941121,,
97,881,,,1.0,0.0027261346112936735
97,881,1.0,0.0031125079840421677,,
98,890,,,1.0,0.00266341888345778
98,890,1.0,0.003038206836208701,,
99,899,,,1.0,0.0026063574478030205
99,899,1.0,0.0029553782660514116,,
